Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Revenue_in Thousands
3225,Kids,Basketball,Kyrie Flytrap,L,0.0,7364.6,0.0,0.0,2023-12-20,Retail,Kolkata,-458.05,0.0
3226,Men,Soccer,Mercurial Superfly,Unknown,2.0,4585.77,0.0,0.0,2025/02/12,Retail,Pune,-241.59,0.0
3228,Kids,Basketball,LeBron 20,XL,0.0,6745.63,0.0,0.0,19-04-2025,Retail,Bangalore,3620.9,0.0
3229,Kids,Running,Free RN,Unknown,0.0,6110.030000000001,1.0,0.0,2024/08/19,Retail,Pune,188.96,0.0
3231,Men,Lifestyle,Dunk Low,L,0.0,6406.53,0.9,0.0,2024/12/17,Online,Kolkata,2859.55,0.0
3232,Kids,Lifestyle,Air Force 1,Unknown,0.0,6110.030000000001,0.0,0.0,2023-11-11,Online,Pune,2083.57,0.0
3233,Men,Soccer,Phantom GT,M,1.0,4091.68,0.0,0.0,26-04-2025,Retail,Hyderabad,571.8,0.0
3234,Kids,Soccer,Phantom GT,XL,0.0,6110.030000000001,0.0,0.0,2025/05/14,Online,Delhi,327.76,0.0
3236,Kids,Lifestyle,Blazer Mid,Unknown,4.0,6110.030000000001,0.68,0.0,2025/07/21,Retail,Hyderabad,-37.37,0.0
3237,Kids,Basketball,LeBron 20,L,3.0,5596.52,0.0,0.0,2024-08-16,Retail,Mumbai,2926.28,0.0
3240,Kids,Basketball,Zoom Freak,9,-1.0,8776.59,0.0,0.0,2024-05-27,Retail,Hyderabad,-1020.05,0.0
3241,Women,Basketball,LeBron 20,XL,0.0,7477.49,0.0,0.0,02-12-2024,Retail,Bangalore,3176.2,0.0
3242,Men,Basketball,LeBron 20,L,0.0,9677.18,0.59,0.0,2024/08/24,Retail,Bangalore,609.45,0.0
3243,Men,Lifestyle,Air Force 1,L,3.0,6110.030000000001,0.0,0.0,25-10-2024,Retail,Pune,1943.22,0.0
3244,Women,Training,Metcon 7,M,0.0,6110.030000000001,0.0,0.0,2025/03/13,Online,Hyderabad,1750.18,0.0
3245,Women,Running,React Infinity,L,3.0,6110.030000000001,0.0,0.0,2024-05-19,Retail,Pune,3102.91,0.0
3246,Men,Running,Air Zoom,7,0.0,7787.74,0.0,0.0,14-05-2025,Online,Pune,479.25,0.0
3248,Women,Lifestyle,Blazer Mid,12,0.0,8234.91,0.0,0.0,2024-11-24,Online,Mumbai,2984.1,0.0
3249,Kids,Lifestyle,Blazer Mid,M,1.0,4738.25,0.0,0.0,2025/02/25,Online,Bangalore,731.1,0.0
3250,Women,Lifestyle,Air Force 1,L,0.0,6110.030000000001,0.0,0.0,2024/09/18,Online,Pune,1172.07,0.0
3251,Men,Soccer,Premier III,7,-1.0,6735.33,0.0,0.0,01-10-2024,Retail,Kolkata,3462.04,0.0
3252,Men,Basketball,Zoom Freak,10,1.0,6110.030000000001,0.0,0.0,2024-03-26,Online,Mumbai,-563.83,0.0
3253,Kids,Running,Air Zoom,10,0.0,6110.030000000001,0.0,0.0,17-04-2025,Online,Bangalore,2267.92,0.0
3254,Women,Soccer,Mercurial Superfly,Unknown,0.0,6110.030000000001,0.51,0.0,2024/11/04,Retail,Mumbai,3035.41,0.0
3255,Kids,Basketball,Air Jordan,XL,-1.0,6975.67,0.0,0.0,02-03-2025,Online,Bangalore,960.65,0.0
3257,Women,Running,Free RN,7,-1.0,7056.01,0.0,0.0,2025-01-19,Retail,Kolkata,1190.89,0.0
3259,Women,Lifestyle,Air Force 1,6,0.0,7305.78,0.0,0.0,04-07-2025,Retail,Mumbai,573.79,0.0
3260,Men,Soccer,Mercurial Superfly,7,1.0,6110.030000000001,0.0,0.0,2025-06-28,Online,Mumbai,1287.17,0.0
3261,Men,Basketball,Air Jordan,XL,0.0,6110.030000000001,0.0,0.0,26-11-2024,Online,Hyderabad,472.79,0.0
3262,Women,Basketball,LeBron 20,6,0.0,6110.030000000001,0.0,0.0,2024-12-26,Retail,Bangalore,1490.29,0.0
3263,Women,Running,React Infinity,L,4.0,6110.030000000001,0.0,0.0,23-02-2025,Online,Mumbai,2278.12,0.0
3264,Men,Training,Metcon 7,Unknown,2.0,6110.030000000001,0.13,0.0,08-06-2025,Online,Bangalore,-992.25,0.0
3265,Women,Soccer,Mercurial Superfly,M,4.0,6110.030000000001,0.0,0.0,22-09-2024,Retail,Bangalore,2860.71,0.0
3267,Kids,Lifestyle,Air Force 1,Unknown,0.0,6110.030000000001,0.52,0.0,15-02-2025,Retail,Pune,345.92,0.0
3268,Men,Soccer,Mercurial Superfly,L,0.0,6110.030000000001,0.0,0.0,2025-07-11,Retail,Mumbai,1586.4,0.0
3269,Women,Soccer,Mercurial Superfly,M,0.0,7268.31,0.0,0.0,2024-12-03,Online,Mumbai,-719.57,0.0
3270,Kids,Lifestyle,Dunk Low,XL,0.0,6110.030000000001,0.0,0.0,2025-06-03,Online,Pune,3619.8,0.0
3271,Men,Basketball,LeBron 20,6,0.0,6110.030000000001,0.0,0.0,18-05-2025,Retail,Hyderabad,545.1,0.0
3273,Women,Soccer,Phantom GT,M,-1.0,5527.7,0.17,-4587.99,2024-02-04,Online,Bangalore,2577.59,-4.58799
3274,Men,Training,SuperRep Go,L,3.0,6031.14,0.15,15379.41,03-05-2025,Retail,Hyderabad,169.05,15.37941
3275,Women,Soccer,Premier III,L,4.0,6110.030000000001,0.0,0.0,2025/05/27,Retail,Hyderabad,1652.12,0.0
2046,Men,Soccer,Tiempo Legend,Unknown,-1.0,6110.030000000001,0.0,0.0,17-09-2024,Online,Bangalore,1314.84,0.0
3277,Men,Training,SuperRep Go,Unknown,4.0,6110.030000000001,0.0,0.0,2024/09/05,Online,Bangalore,293.59,0.0
3278,Kids,Lifestyle,Dunk Low,L,0.0,6110.030000000001,0.0,0.0,2025/01/06,Retail,Pune,107.83,0.0
3279,Kids,Soccer,Mercurial Superfly,XL,4.0,2572.41,0.1,9260.68,2024/11/09,Retail,Delhi,3098.28,9.26068
3280,Kids,Training,SuperRep Go,XL,-1.0,7709.7,0.0,0.0,2024-10-12,Online,Mumbai,663.54,0.0
3282,Kids,Basketball,Air Jordan,XL,4.0,6110.030000000001,0.23,0.0,2024-05-19,Retail,Delhi,-190.17,0.0
3283,Men,Soccer,Premier III,XL,2.0,6110.030000000001,0.0,0.0,18-10-2024,Online,Mumbai,3871.51,0.0
3284,Women,Running,Free RN,Unknown,4.0,5776.74,0.0,0.0,2024-08-20,Online,Kolkata,210.83,0.0
3285,Men,Training,Metcon 7,XL,4.0,6110.030000000001,0.0,0.0,05-10-2024,Online,Hyderabad,-401.38,0.0
3286,Kids,Basketball,LeBron 20,Unknown,0.0,4323.86,0.0,0.0,16-01-2025,Retail,Hyderabad,-577.54,0.0
3288,Kids,Lifestyle,Dunk Low,10,4.0,6110.030000000001,0.0,0.0,2024/07/25,Retail,Delhi,3852.98,0.0
3289,Men,Training,Metcon 7,M,-1.0,6110.030000000001,0.0,0.0,2024/09/13,Online,Pune,-878.7,0.0
3292,Women,Training,Metcon 7,M,0.0,6110.030000000001,0.0,0.0,2025-05-23,Online,Hyderabad,2299.04,0.0
3295,Women,Training,SuperRep Go,10,0.0,2983.6,0.0,0.0,2024/12/29,Online,Delhi,3650.65,0.0
3297,Men,Lifestyle,Air Force 1,L,0.0,5875.99,0.0,0.0,07-02-2025,Online,Delhi,3803.18,0.0
3300,Women,Basketball,Air Jordan,L,2.0,6110.030000000001,0.0,0.0,18-12-2024,Retail,Bangalore,3436.23,0.0
3302,Women,Soccer,Tiempo Legend,M,0.0,6226.74,0.0,0.0,2025/05/12,Retail,Pune,-316.51,0.0
3303,Kids,Soccer,Tiempo Legend,9,2.0,6380.5,0.0,0.0,2024-10-19,Online,Kolkata,2846.02,0.0
3304,Women,Running,React Infinity,M,0.0,6110.030000000001,0.65,0.0,2024/11/15,Online,Mumbai,2405.3,0.0
3305,Kids,Running,Free RN,Unknown,0.0,4216.14,0.0,0.0,2024-10-17,Retail,Hyderabad,-687.95,0.0
3306,Kids,Basketball,LeBron 20,L,0.0,6110.030000000001,0.25,0.0,2024/07/30,Retail,Mumbai,3052.49,0.0
3307,Women,Soccer,Mercurial Superfly,M,0.0,7127.99,0.0,0.0,12-08-2024,Online,Mumbai,818.55,0.0
3308,Men,Training,ZoomX Invincible,Unknown,0.0,6110.030000000001,0.85,0.0,2025/04/08,Online,Bangalore,2625.19,0.0
3309,Men,Lifestyle,Air Force 1,Unknown,0.0,5594.08,0.0,0.0,2023-09-12,Retail,Hyderabad,626.95,0.0
3310,Women,Running,Free RN,M,4.0,6110.030000000001,0.21,0.0,2025-04-18,Retail,Kolkata,2856.16,0.0
3311,Kids,Soccer,Premier III,M,0.0,6110.030000000001,0.04,0.0,02-05-2025,Online,Delhi,3152.21,0.0
3312,Women,Basketball,Zoom Freak,M,1.0,8069.3,0.0,0.0,25-05-2025,Retail,Pune,-95.96,0.0
3316,Women,Running,React Infinity,L,0.0,6110.030000000001,1.02,0.0,2024-04-25,Online,Bangalore,27.15,0.0
3318,Men,Training,Flex Trainer,XL,0.0,6110.030000000001,0.0,0.0,2025/04/11,Online,Delhi,1096.06,0.0
3319,Women,Running,Air Zoom,XL,0.0,6109.1,0.37,0.0,2024/09/28,Retail,Mumbai,-846.73,0.0
3320,Kids,Basketball,Air Jordan,Unknown,0.0,8046.47,0.05,0.0,2024/09/12,Online,Kolkata,-274.91,0.0
3321,Kids,Soccer,Tiempo Legend,M,4.0,4986.67,1.07,-1396.27,2025/01/15,Retail,Mumbai,3170.16,-1.39627
3322,Men,Training,Metcon 7,M,0.0,6110.030000000001,0.0,0.0,2023-08-28,Online,Hyderabad,864.55,0.0
3323,Men,Running,Air Zoom,Unknown,-1.0,8130.74,0.07,-7561.59,2024-01-01,Retail,Delhi,-687.56,-7.56159
3324,Women,Lifestyle,Dunk Low,Unknown,0.0,6110.030000000001,0.0,0.0,17-08-2024,Retail,Hyderabad,-871.48,0.0
3325,Kids,Basketball,LeBron 20,L,0.0,6110.030000000001,0.0,0.0,2024/11/06,Online,Hyderabad,1115.7,0.0
3326,Men,Training,SuperRep Go,M,0.0,6110.030000000001,0.88,0.0,2025/05/30,Online,Mumbai,991.04,0.0
3327,Men,Training,Flex Trainer,12,3.0,6110.030000000001,0.0,0.0,10-03-2025,Online,Bangalore,-1155.61,0.0
3328,Women,Soccer,Phantom GT,Unknown,-1.0,6110.030000000001,0.25,0.0,20-09-2024,Online,Pune,2132.49,0.0
3329,Kids,Training,ZoomX Invincible,M,0.0,6110.030000000001,0.0,0.0,2024-04-28,Retail,Kolkata,530.29,0.0
3334,Kids,Soccer,Tiempo Legend,L,3.0,2471.71,0.0,0.0,2023-11-14,Online,Mumbai,1190.89,0.0
3335,Men,Soccer,Premier III,Unknown,0.0,3138.53,0.0,0.0,2024-08-17,Retail,Delhi,1221.99,0.0
3336,Kids,Running,React Infinity,XL,0.0,4334.53,0.0,0.0,31-03-2025,Online,Hyderabad,2759.16,0.0
3337,Men,Training,ZoomX Invincible,L,4.0,6110.030000000001,0.0,0.0,2024-10-10,Online,Delhi,2915.13,0.0
3338,Women,Training,ZoomX Invincible,L,0.0,6110.030000000001,1.24,0.0,09-06-2025,Online,Kolkata,3011.73,0.0
3339,Men,Lifestyle,Air Force 1,Unknown,0.0,6656.01,0.0,0.0,2025/05/15,Retail,Delhi,2014.52,0.0
3340,Kids,Soccer,Premier III,M,3.0,3248.74,0.0,0.0,2024/12/29,Retail,Mumbai,2551.47,0.0
3341,Kids,Training,Metcon 7,8,3.0,8387.99,0.0,0.0,2024-03-23,Online,Bangalore,1693.41,0.0
2037,Women,Lifestyle,Dunk Low,12,4.0,6110.030000000001,1.23,0.0,2025-04-11,Online,Delhi,3651.05,0.0
3343,Kids,Basketball,Air Jordan,L,3.0,9405.77,0.0,0.0,12-11-2024,Retail,Hyderabad,1688.78,0.0
3344,Kids,Soccer,Mercurial Superfly,12,0.0,8217.37,1.06,0.0,2025/06/24,Retail,Hyderabad,303.77,0.0
3348,Women,Soccer,Mercurial Superfly,9,0.0,2114.86,0.0,0.0,2024/09/26,Online,Hyderabad,2636.76,0.0
3350,Women,Basketball,Zoom Freak,L,0.0,6110.030000000001,0.48,0.0,2025/05/28,Online,Bangalore,2199.43,0.0
3352,Women,Training,SuperRep Go,9,0.0,6622.41,0.23,0.0,2025/03/01,Retail,Pune,1437.43,0.0
3354,Men,Lifestyle,Dunk Low,L,0.0,6110.030000000001,0.4,0.0,01-11-2024,Retail,Kolkata,-987.6,0.0
3355,Kids,Basketball,LeBron 20,6,0.0,7781.4,1.14,0.0,2025/01/16,Online,Pune,1815.96,0.0
3356,Women,Soccer,Tiempo Legend,M,4.0,6110.030000000001,0.0,0.0,2025/03/13,Online,Mumbai,724.11,0.0
3357,Kids,Training,Flex Trainer,M,4.0,6206.45,0.5,12412.9,2025/04/05,Online,Delhi,678.42,12.4129
3358,Men,Basketball,Kyrie Flytrap,M,0.0,6110.030000000001,0.43,0.0,2024-08-01,Online,Hyderabad,2019.56,0.0
3359,Kids,Basketball,LeBron 20,Unknown,0.0,9362.81,1.16,0.0,01-09-2024,Retail,Mumbai,2963.03,0.0
3360,Women,Training,Metcon 7,M,4.0,6110.030000000001,0.06,0.0,2024-07-31,Online,Bangalore,304.12,0.0
3362,Men,Lifestyle,Air Force 1,L,0.0,6110.030000000001,0.0,0.0,2024-03-10,Retail,Delhi,2730.12,0.0
3363,Women,Basketball,Kyrie Flytrap,Unknown,3.0,6110.030000000001,0.6,0.0,18-02-2025,Online,Bangalore,39.86,0.0
3364,Kids,Soccer,Premier III,M,0.0,6110.030000000001,0.24,0.0,11-09-2024,Online,Pune,-371.86,0.0
3366,Men,Basketball,LeBron 20,M,0.0,6110.030000000001,0.0,0.0,2024/12/15,Retail,Pune,2762.68,0.0
2029,Kids,Training,Metcon 7,L,0.0,6548.87,0.2,0.0,2024/11/20,Online,Kolkata,3640.6,0.0
3368,Women,Training,Flex Trainer,M,0.0,6110.030000000001,0.0,0.0,14-04-2025,Retail,Delhi,2027.47,0.0
3369,Men,Running,React Infinity,L,0.0,5103.34,0.05,0.0,2024-09-27,Online,Kolkata,1247.02,0.0
3370,Women,Basketball,Air Jordan,XL,0.0,3328.45,0.0,0.0,2025/07/05,Retail,Bangalore,-1137.54,0.0
3371,Men,Training,Flex Trainer,XL,1.0,2636.01,0.0,0.0,26-04-2025,Retail,Delhi,2255.43,0.0
3372,Kids,Basketball,Kyrie Flytrap,M,0.0,6110.030000000001,0.77,0.0,24-02-2025,Online,Delhi,-1088.45,0.0
3374,Men,Training,Flex Trainer,M,4.0,4500.96,0.0,0.0,16-12-2024,Online,Pune,1905.25,0.0
3375,Kids,Running,Free RN,M,0.0,2134.23,0.0,0.0,2024/11/22,Online,Bangalore,1647.39,0.0
3379,Men,Basketball,Air Jordan,Unknown,2.0,5000.49,0.86,1400.14,2024-10-23,Retail,Pune,3000.14,1.4001400000000002
3381,Men,Training,ZoomX Invincible,Unknown,1.0,6110.030000000001,0.0,0.0,2024-02-23,Retail,Mumbai,2718.47,0.0
3382,Men,Basketball,LeBron 20,XL,2.0,9187.23,0.0,0.0,10-01-2025,Retail,Hyderabad,1710.15,0.0
3383,Women,Lifestyle,Air Force 1,XL,0.0,6110.030000000001,0.0,0.0,12-08-2024,Retail,Bangalore,3793.87,0.0
3384,Women,Basketball,Air Jordan,10,0.0,6110.030000000001,0.27,0.0,2025/07/22,Retail,Bangalore,144.65,0.0
3385,Men,Training,ZoomX Invincible,Unknown,0.0,9019.91,0.0,0.0,2025-03-21,Online,Hyderabad,-643.93,0.0
3386,Women,Soccer,Phantom GT,8,0.0,9212.82,1.09,0.0,2024/10/16,Retail,Hyderabad,3827.83,0.0
3387,Men,Soccer,Phantom GT,10,4.0,6110.030000000001,1.07,0.0,2025-06-21,Retail,Bangalore,2821.58,0.0
3388,Women,Running,Free RN,7,0.0,4042.33,0.0,0.0,03-05-2025,Online,Pune,1915.52,0.0
3389,Women,Running,Air Zoom,M,3.0,9764.91,0.0,0.0,2025-04-04,Online,Mumbai,3491.49,0.0
3391,Women,Soccer,Mercurial Superfly,M,2.0,6110.030000000001,0.0,0.0,2023-11-14,Retail,Hyderabad,1628.31,0.0
3393,Kids,Basketball,Air Jordan,M,0.0,6110.030000000001,0.68,0.0,2025/06/08,Online,Bangalore,1329.32,0.0
3394,Kids,Lifestyle,Dunk Low,XL,1.0,6110.030000000001,0.0,0.0,2024/11/03,Online,Hyderabad,2396.11,0.0
3395,Women,Running,Free RN,L,3.0,6110.030000000001,0.0,0.0,2025/01/15,Online,Mumbai,3069.77,0.0
3398,Men,Basketball,LeBron 20,XL,2.0,2082.49,0.0,0.0,2023-08-27,Retail,Kolkata,415.57,0.0
3399,Women,Basketball,LeBron 20,6,0.0,4507.45,0.0,0.0,11-02-2025,Online,Hyderabad,-1021.01,0.0
3400,Kids,Lifestyle,Waffle One,M,0.0,6110.030000000001,0.23,0.0,11-10-2024,Retail,Hyderabad,703.25,0.0
3403,Kids,Training,Flex Trainer,M,0.0,6110.030000000001,0.0,0.0,30-10-2024,Retail,Pune,-200.19,0.0
3404,Kids,Basketball,Zoom Freak,XL,0.0,6110.030000000001,0.0,0.0,05-04-2025,Online,Pune,1505.06,0.0
3405,Women,Lifestyle,Dunk Low,M,0.0,9986.17,1.04,0.0,2025-01-04,Online,Kolkata,1861.72,0.0
3406,Women,Basketball,Zoom Freak,10,0.0,6110.030000000001,1.06,0.0,19-08-2024,Online,Bangalore,3314.92,0.0
3407,Women,Lifestyle,Air Force 1,11,0.0,5704.39,1.11,0.0,18-01-2025,Retail,Delhi,-4.1,0.0
3408,Men,Basketball,Air Jordan,XL,0.0,6110.030000000001,0.0,0.0,2025/02/28,Retail,Delhi,1675.58,0.0
3409,Kids,Running,Air Zoom,M,1.0,6312.01,0.3,4418.41,08-09-2024,Retail,Delhi,-1106.07,4.41841
3410,Kids,Running,Free RN,Unknown,0.0,6110.030000000001,0.0,0.0,01-01-2025,Retail,Hyderabad,2396.55,0.0
3413,Kids,Soccer,Phantom GT,XL,2.0,6110.030000000001,0.0,0.0,2023-07-31,Online,Hyderabad,2752.65,0.0
3414,Men,Lifestyle,Dunk Low,7,4.0,9996.22,0.0,0.0,2025/01/21,Online,Mumbai,520.63,0.0
3415,Kids,Basketball,Air Jordan,L,-1.0,6165.08,0.0,0.0,2024-03-06,Online,Hyderabad,-426.97,0.0
3416,Men,Soccer,Phantom GT,XL,0.0,8954.59,0.33,0.0,04-06-2025,Retail,Hyderabad,-819.45,0.0
3417,Men,Basketball,LeBron 20,XL,0.0,5700.61,0.0,0.0,30-03-2025,Online,Kolkata,-409.81,0.0
3421,Women,Basketball,Zoom Freak,L,0.0,6110.030000000001,0.0,0.0,07-12-2024,Online,Hyderabad,-242.44,0.0
3422,Kids,Training,Metcon 7,XL,0.0,3197.01,0.0,0.0,2024-01-18,Retail,Hyderabad,2432.76,0.0
3423,Kids,Basketball,Kyrie Flytrap,L,2.0,6110.030000000001,0.0,0.0,06-08-2024,Retail,Mumbai,106.0,0.0
3424,Women,Training,SuperRep Go,M,0.0,7007.84,0.32,0.0,11-02-2025,Online,Mumbai,1955.19,0.0
3425,Women,Lifestyle,Dunk Low,Unknown,-1.0,2276.09,0.0,0.0,2024/07/25,Online,Kolkata,2342.64,0.0
3428,Women,Basketball,Air Jordan,6,1.0,2825.86,0.23,2175.91,03-12-2024,Online,Bangalore,625.3,2.17591
3429,Men,Soccer,Premier III,10,0.0,6110.030000000001,0.0,0.0,06-07-2025,Retail,Delhi,-77.97,0.0
3431,Women,Training,Metcon 7,L,-1.0,6110.030000000001,0.96,0.0,01-10-2024,Retail,Delhi,3816.31,0.0
3432,Kids,Basketball,Kyrie Flytrap,XL,0.0,6110.030000000001,0.0,0.0,03-06-2025,Online,Kolkata,-640.44,0.0
2028,Kids,Lifestyle,Waffle One,XL,0.0,6110.030000000001,0.95,0.0,02-01-2025,Online,Delhi,2511.65,0.0
3434,Kids,Basketball,Air Jordan,XL,0.0,8741.65,0.0,0.0,21-10-2024,Online,Delhi,570.25,0.0
3436,Kids,Soccer,Mercurial Superfly,L,0.0,6110.030000000001,0.0,0.0,2025-06-11,Retail,Bangalore,2107.65,0.0
3437,Kids,Soccer,Tiempo Legend,M,0.0,6110.030000000001,0.0,0.0,2024-05-10,Retail,Mumbai,-113.52,0.0
3438,Women,Soccer,Phantom GT,7,3.0,6110.030000000001,0.18,0.0,05-09-2024,Retail,Hyderabad,1669.74,0.0
2043,Kids,Running,React Infinity,6,0.0,5395.6,0.06,0.0,2025/03/07,Online,Delhi,2992.96,0.0
3441,Kids,Running,Free RN,12,2.0,9313.98,0.0,0.0,08-05-2025,Retail,Delhi,3301.27,0.0
3442,Kids,Basketball,Zoom Freak,XL,4.0,6110.030000000001,0.0,0.0,2025-01-21,Online,Mumbai,3129.5,0.0
3444,Men,Basketball,LeBron 20,L,0.0,6110.030000000001,0.0,0.0,2025/07/04,Online,Kolkata,-382.31,0.0
3446,Men,Lifestyle,Dunk Low,8,0.0,6110.030000000001,0.0,0.0,07-09-2024,Retail,Bangalore,1680.5,0.0
3447,Women,Basketball,LeBron 20,M,0.0,6110.030000000001,0.0,0.0,2025/05/14,Retail,Hyderabad,1860.15,0.0
3449,Men,Training,ZoomX Invincible,Unknown,0.0,6110.030000000001,0.25,0.0,2025/02/21,Retail,Delhi,1586.59,0.0
3450,Men,Running,React Infinity,M,3.0,6110.030000000001,0.0,0.0,2024-01-16,Retail,Bangalore,904.82,0.0
3451,Men,Training,SuperRep Go,7,0.0,6110.030000000001,0.0,0.0,2025/07/05,Retail,Mumbai,720.76,0.0
3452,Men,Training,SuperRep Go,11,0.0,6110.030000000001,0.0,0.0,05-08-2024,Online,Delhi,1239.11,0.0
3453,Kids,Soccer,Phantom GT,Unknown,0.0,2033.28,0.0,0.0,05-12-2024,Retail,Delhi,2003.05,0.0
3455,Women,Soccer,Premier III,Unknown,0.0,5947.51,0.0,0.0,17-01-2025,Retail,Hyderabad,1352.56,0.0
3457,Women,Training,Flex Trainer,11,0.0,6110.030000000001,0.81,0.0,2025/02/24,Online,Pune,3777.72,0.0
3458,Women,Running,Pegasus Turbo,Unknown,0.0,6110.030000000001,0.83,0.0,2025/01/22,Online,Mumbai,257.87,0.0
3459,Men,Lifestyle,Blazer Mid,Unknown,0.0,6100.23,0.0,0.0,2025/03/27,Retail,Hyderabad,2745.91,0.0
3462,Women,Basketball,Kyrie Flytrap,Unknown,3.0,2610.98,0.0,0.0,2024/12/21,Retail,Bangalore,274.97,0.0
3463,Women,Soccer,Phantom GT,12,1.0,6110.030000000001,0.0,0.0,24-02-2025,Retail,Pune,1853.7,0.0
3465,Men,Lifestyle,Dunk Low,Unknown,2.0,6110.030000000001,0.0,0.0,2023-11-29,Online,Delhi,1698.7,0.0
3466,Men,Basketball,Kyrie Flytrap,Unknown,2.0,6498.22,0.5,6498.22,24-10-2024,Retail,Mumbai,-360.53,6.49822
3467,Men,Lifestyle,Air Force 1,M,2.0,6110.030000000001,0.0,0.0,13-03-2025,Online,Bangalore,1472.83,0.0
3469,Kids,Running,Air Zoom,10,1.0,4590.24,0.0,0.0,2024/10/01,Online,Mumbai,3792.66,0.0
3470,Kids,Soccer,Tiempo Legend,M,0.0,6110.030000000001,0.0,0.0,11-02-2025,Online,Kolkata,284.96,0.0
3471,Kids,Lifestyle,Waffle One,L,0.0,5637.46,0.0,0.0,2025/02/04,Retail,Kolkata,-364.01,0.0
3472,Men,Basketball,Air Jordan,XL,0.0,6110.030000000001,0.0,0.0,31-08-2024,Online,Hyderabad,1750.67,0.0
3473,Kids,Soccer,Premier III,M,4.0,3551.05,0.0,0.0,2024/12/05,Online,Delhi,63.47,0.0
3475,Kids,Soccer,Tiempo Legend,L,1.0,2120.44,0.0,0.0,2024/07/29,Online,Mumbai,2996.47,0.0
3476,Men,Training,Flex Trainer,11,0.0,3891.22,0.37,0.0,25-06-2025,Retail,Mumbai,1881.61,0.0
3477,Men,Basketball,Air Jordan,M,2.0,4135.26,0.0,0.0,25-04-2025,Online,Delhi,1691.28,0.0
3478,Kids,Training,Flex Trainer,9,0.0,6110.030000000001,0.0,0.0,2025-05-17,Retail,Mumbai,2192.68,0.0
3479,Women,Training,ZoomX Invincible,XL,4.0,6110.030000000001,0.0,0.0,2024/09/16,Retail,Mumbai,1909.78,0.0
3481,Women,Lifestyle,Air Force 1,XL,4.0,6110.030000000001,0.0,0.0,2023-10-15,Online,Bangalore,2564.61,0.0
3482,Men,Soccer,Mercurial Superfly,M,0.0,6110.030000000001,0.0,0.0,2024/08/19,Online,Hyderabad,1660.47,0.0
3483,Men,Lifestyle,Air Force 1,L,4.0,4733.92,0.0,0.0,2024-12-04,Online,Kolkata,738.19,0.0
3484,Kids,Lifestyle,Dunk Low,12,0.0,2638.44,0.0,0.0,2024/08/18,Online,Bangalore,1395.41,0.0
3485,Women,Lifestyle,Dunk Low,Unknown,2.0,6110.030000000001,0.0,0.0,2024-12-14,Retail,Hyderabad,1722.38,0.0
3486,Kids,Training,SuperRep Go,L,4.0,6110.030000000001,0.0,0.0,14-10-2024,Retail,Delhi,1451.77,0.0
3487,Men,Lifestyle,Dunk Low,M,0.0,3240.99,0.42,0.0,28-05-2025,Online,Hyderabad,2927.35,0.0
3488,Women,Soccer,Tiempo Legend,XL,4.0,6110.030000000001,0.0,0.0,2025/03/12,Online,Kolkata,86.25,0.0
3489,Kids,Running,React Infinity,8,2.0,6110.030000000001,0.0,0.0,2025/04/04,Online,Mumbai,1734.72,0.0
3490,Men,Running,Free RN,L,0.0,6110.030000000001,0.98,0.0,2025-07-08,Online,Delhi,1591.77,0.0
3491,Men,Soccer,Premier III,XL,0.0,6110.030000000001,0.39,0.0,2024/10/19,Online,Mumbai,-473.94,0.0
2018,Women,Soccer,Phantom GT,6,0.0,6110.030000000001,0.0,0.0,2024/11/13,Online,Bangalore,-777.58,0.0
3494,Kids,Running,Pegasus Turbo,Unknown,0.0,6110.030000000001,0.87,0.0,2024-09-17,Retail,Pune,3566.05,0.0
3495,Women,Basketball,LeBron 20,M,-1.0,6110.030000000001,0.0,0.0,2024-08-13,Retail,Pune,3572.8,0.0
3496,Men,Running,Air Zoom,M,3.0,6110.030000000001,0.77,0.0,2024/10/08,Retail,Delhi,-786.91,0.0
3497,Women,Basketball,Zoom Freak,L,2.0,8688.92,0.0,0.0,08-12-2024,Online,Mumbai,1878.22,0.0
3498,Women,Training,SuperRep Go,M,0.0,8797.69,0.0,0.0,10-09-2024,Retail,Pune,-910.3,0.0
3499,Women,Training,ZoomX Invincible,Unknown,0.0,5864.29,0.0,0.0,2025/03/30,Retail,Kolkata,357.03,0.0
3500,Kids,Lifestyle,Blazer Mid,L,0.0,5471.81,0.56,0.0,25-03-2025,Retail,Kolkata,361.86,0.0
3501,Men,Lifestyle,Blazer Mid,Unknown,-1.0,6110.030000000001,1.13,0.0,2024/11/09,Retail,Mumbai,2016.85,0.0
3502,Men,Lifestyle,Blazer Mid,L,0.0,6418.29,0.89,0.0,2023-11-09,Online,Delhi,3665.75,0.0
3503,Men,Training,SuperRep Go,M,0.0,6992.17,0.0,0.0,16-11-2024,Online,Mumbai,-1048.24,0.0
3504,Women,Training,SuperRep Go,Unknown,0.0,9075.41,0.03,0.0,2024/08/18,Retail,Delhi,3035.95,0.0
2020,Kids,Lifestyle,Blazer Mid,XL,0.0,7126.64,0.89,0.0,2025/05/10,Retail,Delhi,535.13,0.0
3508,Kids,Training,ZoomX Invincible,Unknown,0.0,6110.030000000001,0.0,0.0,2024/10/12,Retail,Bangalore,3466.92,0.0
